scenario,repetition,scheme,test_cindex,test_cindex_gain,support_recovery,no_relation,censoring_fraction
R1_one_reliable,6,joint_m010,0.5967413441955194,0.010183299389002087,0.5,0.0,0.4277777777777778
R1_one_reliable,6,joint_m020,0.6177868295994569,0.031228784792939557,0.55,0.0,0.4277777777777778
R1_one_reliable,7,joint_m0,0.6784232365145229,0.053941908713692976,0.7,0.0,0.3833333333333333
R1_one_reliable,7,joint_m005,0.6784232365145229,0.053941908713692976,0.7,0.0,0.3833333333333333
R1_one_reliable,7,joint_m010,0.6784232365145229,0.053941908713692976,0.7,0.0,0.3833333333333333
R1_one_reliable,7,joint_m020,0.6592323651452282,0.03475103734439833,0.75,0.0,0.3833333333333333
R1_one_reliable,8,joint_m0,0.5727217863608932,-0.004828002414001165,0.55,0.0,0.3833333333333333
R1_one_reliable,8,joint_m005,0.5727217863608932,-0.004828002414001165,0.55,0.0,0.3833333333333333
R1_one_reliable,8,joint_m010,0.5727217863608932,-0.004828002414001165,0.55,0.0,0.3833333333333333
R1_one_reliable,8,joint_m020,0.5727217863608932,-0.004828002414001165,0.55,0.0,0.3833333333333333
R1_one_reliable,9,joint_m0,0.6941783345615328,0.06705969049373617,0.9,0.0,0.45833333333333337
R1_one_reliable,9,joint_m005,0.6941783345615328,0.06705969049373617,0.9,0.0,0.45833333333333337
R1_one_reliable,9,joint_m010,0.6941783345615328,0.06705969049373617,0.9,0.0,0.45833333333333337
R1_one_reliable,9,joint_m020,0.6985998526160648,0.07148120854826823,0.95,0.0,0.45833333333333337
R1_one_reliable,10,joint_m0,0.5903058280438546,-0.005193306405077869,0.4,0.0,0.40555555555555556
R1_one_reliable,10,joint_m005,0.5903058280438546,-0.005193306405077869,0.4,0.0,0.40555555555555556
R1_one_reliable,10,joint_m010,0.5920369301788806,-0.0034622042700518385,0.35,0.0,0.40555555555555556
R1_one_reliable,10,joint_m020,0.5954991344489324,0.0,0.4,1.0,0.40555555555555556
R1_one_reliable,11,joint_m0,0.5295404814004376,0.07293946024799414,0.45,0.0,0.4222222222222223
R1_one_reliable,11,joint_m005,0.5295404814004376,0.07293946024799414,0.45,0.0,0.4222222222222223
R1_one_reliable,11,joint_m010,0.5295404814004376,0.07293946024799414,0.45,0.0,0.4222222222222223
R1_one_reliable,11,joint_m020,0.5091174325309993,0.05251641137855578,0.3,0.0,0.4222222222222223
