scenario,repetition,scheme,test_cindex,test_cindex_gain,support_recovery,no_relation,censoring_fraction
R2_complementary,17,joint_m020,0.5283687943262412,0.010638297872340496,0.6,0.0,0.4527777777777777
R2_complementary,18,joint_m0,0.5234899328859061,0.027964205816554843,0.55,0.0,0.37222222222222223
R2_complementary,18,joint_m005,0.5234899328859061,0.027964205816554843,0.55,0.0,0.37222222222222223
R2_complementary,18,joint_m010,0.5234899328859061,0.027964205816554843,0.55,0.0,0.37222222222222223
R2_complementary,18,joint_m020,0.5234899328859061,0.027964205816554843,0.55,0.0,0.37222222222222223
R2_complementary,19,joint_m0,0.6004464285714286,0.0234375,0.55,0.0,0.4083333333333333
R2_complementary,19,joint_m005,0.6004464285714286,0.0234375,0.55,0.0,0.4083333333333333
R2_complementary,19,joint_m010,0.6004464285714286,0.0234375,0.55,0.0,0.4083333333333333
R2_complementary,19,joint_m020,0.6004464285714286,0.0234375,0.55,0.0,0.4083333333333333
R2_complementary,20,joint_m0,0.7209762532981531,0.0646437994722956,0.6,0.0,0.43333333333333335
R2_complementary,20,joint_m005,0.7209762532981531,0.0646437994722956,0.6,0.0,0.43333333333333335
R2_complementary,20,joint_m010,0.7209762532981531,0.0646437994722956,0.6,0.0,0.43333333333333335
R2_complementary,20,joint_m020,0.7084432717678101,0.0521108179419526,0.65,0.0,0.43333333333333335
R2_complementary,21,joint_m0,0.57109375,-0.024218750000000067,0.6,0.0,0.4194444444444444
R2_complementary,21,joint_m005,0.57109375,-0.024218750000000067,0.6,0.0,0.4194444444444444
R2_complementary,21,joint_m010,0.57109375,-0.024218750000000067,0.6,0.0,0.4194444444444444
R2_complementary,21,joint_m020,0.57109375,-0.024218750000000067,0.6,0.0,0.4194444444444444
R2_complementary,22,joint_m0,0.5944140862173649,0.041894353369763215,0.5,0.0,0.4194444444444444
R2_complementary,22,joint_m005,0.5944140862173649,0.041894353369763215,0.5,0.0,0.4194444444444444
R2_complementary,22,joint_m010,0.6108075288403157,0.05828779599271405,0.55,0.0,0.4194444444444444
R2_complementary,22,joint_m020,0.6108075288403157,0.05828779599271405,0.55,0.0,0.4194444444444444
R2_complementary,23,joint_m0,0.6391576550939101,0.044393853158793406,0.7,0.0,0.3944444444444445
R2_complementary,23,joint_m005,0.6391576550939101,0.044393853158793406,0.7,0.0,0.3944444444444445
R2_complementary,23,joint_m010,0.6391576550939101,0.044393853158793406,0.7,0.0,0.3944444444444445
R2_complementary,23,joint_m020,0.6391576550939101,0.044393853158793406,0.7,0.0,0.3944444444444445
R2_complementary,24,joint_m0,0.5721590909090909,-0.008522727272727293,0.75,0.0,0.40555555555555556
R2_complementary,24,joint_m005,0.5721590909090909,-0.008522727272727293,0.75,0.0,0.40555555555555556
R2_complementary,24,joint_m010,0.5721590909090909,-0.008522727272727293,0.75,0.0,0.40555555555555556
R2_complementary,24,joint_m020,0.5721590909090909,-0.008522727272727293,0.75,0.0,0.40555555555555556
R2_complementary,25,joint_m0,0.6995614035087719,0.08918128654970758,0.65,0.0,0.4527777777777777
R2_complementary,25,joint_m005,0.6995614035087719,0.08918128654970758,0.65,0.0,0.4527777777777777
R2_complementary,25,joint_m010,0.6995614035087719,0.08918128654970758,0.65,0.0,0.4527777777777777
R2_complementary,25,joint_m020,0.6995614035087719,0.08918128654970758,0.65,0.0,0.4527777777777777
R2_complementary,26,joint_m0,0.7100817438692099,0.08283378746594006,0.6,0.0,0.4222222222222223
R2_complementary,26,joint_m005,0.7100817438692099,0.08283378746594006,0.6,0.0,0.4222222222222223
R2_complementary,26,joint_m010,0.7100817438692099,0.08283378746594006,0.6,0.0,0.4222222222222223
R2_complementary,26,joint_m020,0.7100817438692099,0.08283378746594006,0.6,0.0,0.4222222222222223
R2_complementary,27,joint_m0,0.585635359116022,0.026933701657458564,0.4,0.0,0.41666666666666663
R2_complementary,27,joint_m005,0.585635359116022,0.026933701657458564,0.4,0.0,0.41666666666666663
R2_complementary,27,joint_m010,0.585635359116022,0.026933701657458564,0.4,0.0,0.41666666666666663
R2_complementary,27,joint_m020,0.585635359116022,0.026933701657458564,0.4,0.0,0.41666666666666663
R2_complementary,28,joint_m0,0.5279861511829198,0.0,0.45,1.0,0.39722222222222225
R2_complementary,28,joint_m005,0.5279861511829198,0.0,0.45,1.0,0.39722222222222225
R2_complementary,28,joint_m010,0.5279861511829198,0.0,0.45,1.0,0.39722222222222225
R2_complementary,28,joint_m020,0.5279861511829198,0.0,0.45,1.0,0.39722222222222225
R2_complementary,29,joint_m0,0.47845659163987136,0.03601286173633439,0.55,0.0,0.37777777777777777
R2_complementary,29,joint_m005,0.47845659163987136,0.03601286173633439,0.55,0.0,0.37777777777777777
R2_complementary,29,joint_m010,0.47845659163987136,0.03601286173633439,0.55,0.0,0.37777777777777777
R2_complementary,29,joint_m020,0.47845659163987136,0.03601286173633439,0.55,0.0,0.37777777777777777
R2_complementary,30,joint_m0,0.4723127035830619,-0.016286644951140072,0.6,0.0,0.41388888888888886
R2_complementary,30,joint_m005,0.4723127035830619,-0.016286644951140072,0.6,0.0,0.41388888888888886
R2_complementary,30,joint_m010,0.4723127035830619,-0.016286644951140072,0.6,0.0,0.41388888888888886
R2_complementary,30,joint_m020,0.4723127035830619,-0.016286644951140072,0.6,0.0,0.41388888888888886
R2_complementary,31,joint_m0,0.5063532401524777,0.010800508259212194,0.5,0.0,0.4194444444444444
R2_complementary,31,joint_m005,0.5063532401524777,0.010800508259212194,0.5,0.0,0.4194444444444444
R2_complementary,31,joint_m010,0.5063532401524777,0.010800508259212194,0.5,0.0,0.4194444444444444
R2_complementary,31,joint_m020,0.5063532401524777,0.010800508259212194,0.5,0.0,0.4194444444444444
R2_complementary,32,joint_m0,0.5618311533888228,-0.0005945303210463937,0.6,0.0,0.4277777777777778
R2_complementary,32,joint_m005,0.5618311533888228,-0.0005945303210463937,0.6,0.0,0.4277777777777778
R2_complementary,32,joint_m010,0.5671819262782402,0.0047562425683709275,0.65,0.0,0.4277777777777778
R2_complementary,32,joint_m020,0.5671819262782402,0.0047562425683709275,0.65,0.0,0.4277777777777778
R2_complementary,33,joint_m0,0.5633001422475107,-0.005689900426742556,0.5,0.0,0.4388888888888889
R2_complementary,33,joint_m005,0.5633001422475107,-0.005689900426742556,0.5,0.0,0.4388888888888889
R2_complementary,33,joint_m010,0.5633001422475107,-0.005689900426742556,0.5,0.0,0.4388888888888889
R2_complementary,33,joint_m020,0.5704125177809388,0.0014224751066855834,0.5,0.0,0.4388888888888889
R2_complementary,34,joint_m0,0.6714364336818932,0.07319757842597685,0.6,0.0,0.3833333333333333
R2_complementary,34,joint_m005,0.6714364336818932,0.07319757842597685,0.6,0.0,0.3833333333333333
R2_complementary,34,joint_m010,0.6714364336818932,0.07319757842597685,0.6,0.0,0.3833333333333333
R2_complementary,34,joint_m020,0.6714364336818932,0.07319757842597685,0.6,0.0,0.3833333333333333
R2_complementary,35,joint_m0,0.5898977751052316,0.002405291641611629,0.45,0.0,0.4222222222222223
R2_complementary,35,joint_m005,0.5898977751052316,0.002405291641611629,0.45,0.0,0.4222222222222223
R2_complementary,35,joint_m010,0.5898977751052316,0.002405291641611629,0.45,0.0,0.4222222222222223
R2_complementary,35,joint_m020,0.5898977751052316,0.002405291641611629,0.45,0.0,0.4222222222222223
R2_complementary,36,joint_m0,0.6376175548589341,0.02946708463949843,0.5,0.0,0.4388888888888889
R2_complementary,36,joint_m005,0.6269592476489029,0.018808777429467183,0.45,0.0,0.4388888888888889
R2_complementary,36,joint_m010,0.6269592476489029,0.018808777429467183,0.45,0.0,0.4388888888888889
R2_complementary,36,joint_m020,0.6269592476489029,0.018808777429467183,0.45,0.0,0.4388888888888889
R2_complementary,37,joint_m0,0.6332199546485261,0.035147392290249435,0.6,0.0,0.3833333333333333
R2_complementary,37,joint_m005,0.6332199546485261,0.035147392290249435,0.6,0.0,0.3833333333333333
R2_complementary,37,joint_m010,0.6332199546485261,0.035147392290249435,0.6,0.0,0.3833333333333333
R2_complementary,37,joint_m020,0.6332199546485261,0.035147392290249435,0.6,0.0,0.3833333333333333
R2_complementary,38,joint_m0,0.6022471910112359,0.1179775280898876,0.65,0.0,0.3916666666666667
R2_complementary,38,joint_m005,0.6022471910112359,0.1179775280898876,0.65,0.0,0.3916666666666667
R2_complementary,38,joint_m010,0.6022471910112359,0.1179775280898876,0.65,0.0,0.3916666666666667
R2_complementary,38,joint_m020,0.6050561797752809,0.1207865168539326,0.65,0.0,0.3916666666666667
R2_complementary,39,joint_m0,0.6844547563805105,0.0,0.6,0.0,0.37222222222222223
R2_complementary,39,joint_m005,0.6844547563805105,0.0,0.6,0.0,0.37222222222222223
R2_complementary,39,joint_m010,0.6844547563805105,0.0,0.45,1.0,0.37222222222222223
R2_complementary,39,joint_m020,0.6844547563805105,0.0,0.45,1.0,0.37222222222222223
R2_complementary,40,joint_m0,0.5012919896640827,0.03488372093023262,0.5,0.0,0.38888888888888884
R2_complementary,40,joint_m005,0.4664082687338501,0.0,0.35,1.0,0.38888888888888884
R2_complementary,40,joint_m010,0.4664082687338501,0.0,0.35,1.0,0.38888888888888884
R2_complementary,40,joint_m020,0.4664082687338501,0.0,0.35,1.0,0.38888888888888884
R2_complementary,41,joint_m0,0.5892617449664429,0.018791946308724827,0.55,0.0,0.41388888888888886
R2_complementary,41,joint_m005,0.5892617449664429,0.018791946308724827,0.55,0.0,0.41388888888888886
R2_complementary,41,joint_m010,0.5892617449664429,0.018791946308724827,0.55,0.0,0.41388888888888886
R2_complementary,41,joint_m020,0.5892617449664429,0.018791946308724827,0.55,0.0,0.41388888888888886
R2_complementary,42,joint_m0,0.6201413427561837,0.08421672555948168,0.6,0.0,0.39722222222222225
R2_complementary,42,joint_m005,0.6484098939929329,0.11248527679623088,0.65,0.0,0.39722222222222225
R2_complementary,42,joint_m010,0.6484098939929329,0.11248527679623088,0.65,0.0,0.39722222222222225
R2_complementary,42,joint_m020,0.535924617196702,0.0,0.35,1.0,0.39722222222222225
R2_complementary,43,joint_m0,0.573051948051948,-0.0010822510822511289,0.5,0.0,0.4
R2_complementary,43,joint_m005,0.5741341991341992,0.0,0.45,1.0,0.4
R2_complementary,43,joint_m010,0.5741341991341992,0.0,0.45,1.0,0.4
R2_complementary,43,joint_m020,0.5741341991341992,0.0,0.45,1.0,0.4
R2_complementary,44,joint_m0,0.6033295063145809,0.024110218140068862,0.65,0.0,0.41388888888888886
R2_complementary,44,joint_m005,0.6033295063145809,0.024110218140068862,0.65,0.0,0.41388888888888886
R2_complementary,44,joint_m010,0.6033295063145809,0.024110218140068862,0.65,0.0,0.41388888888888886
R2_complementary,44,joint_m020,0.6033295063145809,0.024110218140068862,0.65,0.0,0.41388888888888886
R2_complementary,45,joint_m0,0.6055384615384616,0.0,0.3,1.0,0.41388888888888886
R2_complementary,45,joint_m005,0.6055384615384616,0.0,0.3,1.0,0.41388888888888886
R2_complementary,45,joint_m010,0.6055384615384616,0.0,0.3,1.0,0.41388888888888886
R2_complementary,45,joint_m020,0.6055384615384616,0.0,0.3,1.0,0.41388888888888886
R2_complementary,46,joint_m0,0.5905077262693157,0.030353200883002196,0.35,0.0,0.36388888888888893
R2_complementary,46,joint_m005,0.5905077262693157,0.030353200883002196,0.35,0.0,0.36388888888888893
R2_complementary,46,joint_m010,0.5971302428256071,0.03697571743929362,0.4,0.0,0.36388888888888893
R2_complementary,46,joint_m020,0.5971302428256071,0.03697571743929362,0.4,0.0,0.36388888888888893
R2_complementary,47,joint_m0,0.5677570093457944,0.002336448598130869,0.45,0.0,0.38055555555555554
R2_complementary,47,joint_m005,0.5654205607476636,0.0,0.3,1.0,0.38055555555555554
R2_complementary,47,joint_m010,0.5654205607476636,0.0,0.3,1.0,0.38055555555555554
R2_complementary,47,joint_m020,0.5654205607476636,0.0,0.3,1.0,0.38055555555555554
R2_complementary,48,joint_m0,0.4885265700483092,0.048913043478260865,0.55,0.0,0.3666666666666667
R2_complementary,48,joint_m005,0.4885265700483092,0.048913043478260865,0.55,0.0,0.3666666666666667
R2_complementary,48,joint_m010,0.4885265700483092,0.048913043478260865,0.55,0.0,0.3666666666666667
R2_complementary,48,joint_m020,0.4885265700483092,0.048913043478260865,0.55,0.0,0.3666666666666667
R2_complementary,49,joint_m0,0.6402476780185758,-0.013622291021671784,0.6,0.0,0.4277777777777778
R2_complementary,49,joint_m005,0.6402476780185758,-0.013622291021671784,0.6,0.0,0.4277777777777778
R2_complementary,49,joint_m010,0.6402476780185758,-0.013622291021671784,0.6,0.0,0.4277777777777778
R2_complementary,49,joint_m020,0.6402476780185758,-0.013622291021671784,0.6,0.0,0.4277777777777778
R3_adversarial,0,joint_m0,0.6259541984732825,0.0,0.45,0.0,0.39722222222222225
R3_adversarial,0,joint_m005,0.6259541984732825,0.0,0.45,0.0,0.39722222222222225
R3_adversarial,0,joint_m010,0.6145038167938931,-0.011450381679389388,0.45,0.0,0.39722222222222225
R3_adversarial,0,joint_m020,0.6145038167938931,-0.011450381679389388,0.45,0.0,0.39722222222222225
R3_adversarial,1,joint_m0,0.5426008968609866,0.011531069827034002,0.55,0.0,0.4305555555555556
R3_adversarial,1,joint_m005,0.5426008968609866,0.011531069827034002,0.55,0.0,0.4305555555555556
R3_adversarial,1,joint_m010,0.5426008968609866,0.011531069827034002,0.55,0.0,0.4305555555555556
R3_adversarial,1,joint_m020,0.5964125560538116,0.06534272901985905,0.65,0.0,0.4305555555555556
R3_adversarial,2,joint_m0,0.6956521739130435,0.0,0.35,1.0,0.37222222222222223
R3_adversarial,2,joint_m005,0.6956521739130435,0.0,0.35,1.0,0.37222222222222223
R3_adversarial,2,joint_m010,0.6956521739130435,0.0,0.35,1.0,0.37222222222222223
R3_adversarial,2,joint_m020,0.6956521739130435,0.0,0.35,1.0,0.37222222222222223
R3_adversarial,3,joint_m0,0.5102803738317757,0.0,0.3,1.0,0.4361111111111111
R3_adversarial,3,joint_m005,0.5102803738317757,0.0,0.3,1.0,0.4361111111111111
R3_adversarial,3,joint_m010,0.5102803738317757,0.0,0.3,1.0,0.4361111111111111
R3_adversarial,3,joint_m020,0.5102803738317757,0.0,0.3,1.0,0.4361111111111111
R3_adversarial,4,joint_m0,0.5460636515912898,-0.01954215522054714,0.25,0.0,0.41388888888888886
R3_adversarial,4,joint_m005,0.5460636515912898,-0.01954215522054714,0.25,0.0,0.41388888888888886
R3_adversarial,4,joint_m010,0.5460636515912898,-0.01954215522054714,0.25,0.0,0.41388888888888886
R3_adversarial,4,joint_m020,0.5460636515912898,-0.01954215522054714,0.25,0.0,0.41388888888888886
R3_adversarial,5,joint_m0,0.5513307984790875,0.057034220532319435,0.65,0.0,0.4388888888888889
R3_adversarial,5,joint_m005,0.5513307984790875,0.057034220532319435,0.65,0.0,0.4388888888888889
R3_adversarial,5,joint_m010,0.5513307984790875,0.057034220532319435,0.65,0.0,0.4388888888888889
R3_adversarial,5,joint_m020,0.5513307984790875,0.057034220532319435,0.65,0.0,0.4388888888888889
R3_adversarial,6,joint_m0,0.5546786922209695,0.027057497181510737,0.35,0.0,0.41666666666666663
R3_adversarial,6,joint_m005,0.5276211950394588,0.0,0.25,1.0,0.41666666666666663
R3_adversarial,6,joint_m010,0.5276211950394588,0.0,0.25,1.0,0.41666666666666663
R3_adversarial,6,joint_m020,0.5276211950394588,0.0,0.25,1.0,0.41666666666666663
R3_adversarial,7,joint_m0,0.5675332910589728,0.04502219403931518,0.5,0.0,0.4222222222222223
R3_adversarial,7,joint_m005,0.5675332910589728,0.04502219403931518,0.5,0.0,0.4222222222222223
R3_adversarial,7,joint_m010,0.5675332910589728,0.04502219403931518,0.5,0.0,0.4222222222222223
R3_adversarial,7,joint_m020,0.5675332910589728,0.04502219403931518,0.5,0.0,0.4222222222222223
R3_adversarial,8,joint_m0,0.5841470419299253,0.0160827110855829,0.45,0.0,0.39722222222222225
R3_adversarial,8,joint_m005,0.5680643308443424,0.0,0.35,1.0,0.39722222222222225
R3_adversarial,8,joint_m010,0.5680643308443424,0.0,0.35,1.0,0.39722222222222225
R3_adversarial,8,joint_m020,0.5680643308443424,0.0,0.35,1.0,0.39722222222222225
R3_adversarial,9,joint_m0,0.5900414937759336,0.049792531120331995,0.3,0.0,0.3916666666666667
R3_adversarial,9,joint_m005,0.5900414937759336,0.049792531120331995,0.3,0.0,0.3916666666666667
R3_adversarial,9,joint_m010,0.5900414937759336,0.049792531120331995,0.3,0.0,0.3916666666666667
R3_adversarial,9,joint_m020,0.5402489626556016,0.0,0.25,1.0,0.3916666666666667
R3_adversarial,10,joint_m0,0.6761162296243799,0.0226789510985117,0.55,0.0,0.4277777777777778
R3_adversarial,10,joint_m005,0.6761162296243799,0.0226789510985117,0.55,0.0,0.4277777777777778
R3_adversarial,10,joint_m010,0.6761162296243799,0.0226789510985117,0.55,0.0,0.4277777777777778
R3_adversarial,10,joint_m020,0.6534372785258682,0.0,0.4,1.0,0.4277777777777778
R3_adversarial,11,joint_m0,0.643801132787917,0.009439899307740696,0.55,0.0,0.4194444444444444
R3_adversarial,11,joint_m005,0.643801132787917,0.009439899307740696,0.55,0.0,0.4194444444444444
R3_adversarial,11,joint_m010,0.643801132787917,0.009439899307740696,0.55,0.0,0.4194444444444444
R3_adversarial,11,joint_m020,0.643801132787917,0.009439899307740696,0.55,0.0,0.4194444444444444
R3_adversarial,12,joint_m0,0.6726932668329177,0.013092269326683281,0.5,0.0,0.4361111111111111
R3_adversarial,12,joint_m005,0.6726932668329177,0.013092269326683281,0.5,0.0,0.4361111111111111
R3_adversarial,12,joint_m010,0.6726932668329177,0.013092269326683281,0.5,0.0,0.4361111111111111
R3_adversarial,12,joint_m020,0.6726932668329177,0.013092269326683281,0.5,0.0,0.4361111111111111
R3_adversarial,13,joint_m0,0.5972313777191826,0.027027027027026973,0.5,0.0,0.4222222222222223
R3_adversarial,13,joint_m005,0.5972313777191826,0.027027027027026973,0.5,0.0,0.4222222222222223
R3_adversarial,13,joint_m010,0.5972313777191826,0.027027027027026973,0.5,0.0,0.4222222222222223
R3_adversarial,13,joint_m020,0.5972313777191826,0.027027027027026973,0.5,0.0,0.4222222222222223
R3_adversarial,14,joint_m0,0.6342088404868674,0.014093529788597126,0.35,0.0,0.39722222222222225
R3_adversarial,14,joint_m005,0.6342088404868674,0.014093529788597126,0.35,0.0,0.39722222222222225
R3_adversarial,14,joint_m010,0.6342088404868674,0.014093529788597126,0.35,0.0,0.39722222222222225
R3_adversarial,14,joint_m020,0.6342088404868674,0.014093529788597126,0.35,0.0,0.39722222222222225
R3_adversarial,15,joint_m0,0.658008658008658,0.04452690166975881,0.5,0.0,0.4111111111111111
R3_adversarial,15,joint_m005,0.658008658008658,0.04452690166975881,0.5,0.0,0.4111111111111111
R3_adversarial,15,joint_m010,0.658008658008658,0.04452690166975881,0.5,0.0,0.4111111111111111
R3_adversarial,15,joint_m020,0.658008658008658,0.04452690166975881,0.5,0.0,0.4111111111111111
R3_adversarial,16,joint_m0,0.6689708141321045,0.03686635944700467,0.4,0.0,0.4222222222222223
R3_adversarial,16,joint_m005,0.6689708141321045,0.03686635944700467,0.4,0.0,0.4222222222222223
R3_adversarial,16,joint_m010,0.6689708141321045,0.03686635944700467,0.4,0.0,0.4222222222222223
R3_adversarial,16,joint_m020,0.6689708141321045,0.03686635944700467,0.4,0.0,0.4222222222222223
R3_adversarial,17,joint_m0,0.57059136920618,0.0,0.3,1.0,0.41666666666666663
R3_adversarial,17,joint_m005,0.57059136920618,0.0,0.3,1.0,0.41666666666666663
R3_adversarial,17,joint_m010,0.57059136920618,0.0,0.3,1.0,0.41666666666666663
R3_adversarial,17,joint_m020,0.57059136920618,0.0,0.3,1.0,0.41666666666666663
R3_adversarial,18,joint_m0,0.527177089421391,-0.003506721215663422,0.45,0.0,0.4083333333333333
R3_adversarial,18,joint_m005,0.5260081823495032,-0.004675628287551192,0.45,0.0,0.4083333333333333
R3_adversarial,18,joint_m010,0.5260081823495032,-0.004675628287551192,0.45,0.0,0.4083333333333333
R3_adversarial,18,joint_m020,0.527177089421391,-0.003506721215663422,0.45,0.0,0.4083333333333333
R3_adversarial,19,joint_m0,0.6516700749829584,-0.01363326516700758,0.4,0.0,0.39722222222222225
R3_adversarial,19,joint_m005,0.6557600545330606,-0.009543285616905317,0.45,0.0,0.39722222222222225
R3_adversarial,19,joint_m010,0.6557600545330606,-0.009543285616905317,0.45,0.0,0.39722222222222225
R3_adversarial,19,joint_m020,0.6612133605998637,-0.004089979550102263,0.55,0.0,0.39722222222222225
R3_adversarial,20,joint_m0,0.49899531145344944,0.017414601473543234,0.3,0.0,0.4388888888888889
R3_adversarial,20,joint_m005,0.49899531145344944,0.017414601473543234,0.3,0.0,0.4388888888888889
R3_adversarial,20,joint_m010,0.49899531145344944,0.017414601473543234,0.3,0.0,0.4388888888888889
R3_adversarial,20,joint_m020,0.4815807099799062,0.0,0.2,1.0,0.4388888888888889
R3_adversarial,21,joint_m0,0.5780164245104232,-0.01137081490840175,0.6,0.0,0.4222222222222223
R3_adversarial,21,joint_m005,0.5780164245104232,-0.01137081490840175,0.6,0.0,0.4222222222222223
R3_adversarial,21,joint_m010,0.5780164245104232,-0.01137081490840175,0.6,0.0,0.4222222222222223
R3_adversarial,21,joint_m020,0.5780164245104232,-0.01137081490840175,0.6,0.0,0.4222222222222223
R3_adversarial,22,joint_m0,0.57109692396982,0.005803830528148479,0.35,0.0,0.3833333333333333
R3_adversarial,22,joint_m005,0.57109692396982,0.005803830528148479,0.35,0.0,0.3833333333333333
R3_adversarial,22,joint_m010,0.57109692396982,0.005803830528148479,0.35,0.0,0.3833333333333333
R3_adversarial,22,joint_m020,0.5652930934416716,0.0,0.4,1.0,0.3833333333333333
R3_adversarial,23,joint_m0,0.5901948460087995,0.0,0.35,1.0,0.43333333333333335
R3_adversarial,23,joint_m005,0.5901948460087995,0.0,0.35,1.0,0.43333333333333335
R3_adversarial,23,joint_m010,0.5901948460087995,0.0,0.35,1.0,0.43333333333333335
R3_adversarial,23,joint_m020,0.5901948460087995,0.0,0.35,1.0,0.43333333333333335
R3_adversarial,24,joint_m0,0.4278249510124102,-0.02808621815806661,0.15,0.0,0.46111111111111114
R3_adversarial,24,joint_m005,0.4278249510124102,-0.02808621815806661,0.15,0.0,0.46111111111111114
R3_adversarial,24,joint_m010,0.4278249510124102,-0.02808621815806661,0.15,0.0,0.46111111111111114
R3_adversarial,24,joint_m020,0.4559111691704768,0.0,0.15,1.0,0.46111111111111114
R3_adversarial,25,joint_m0,0.543035107587769,0.04586636466591165,0.65,0.0,0.3944444444444445
R3_adversarial,25,joint_m005,0.543035107587769,0.04586636466591165,0.65,0.0,0.3944444444444445
R3_adversarial,25,joint_m010,0.543035107587769,0.04586636466591165,0.65,0.0,0.3944444444444445
R3_adversarial,25,joint_m020,0.543035107587769,0.04586636466591165,0.65,0.0,0.3944444444444445
R3_adversarial,26,joint_m0,0.5802124091671325,0.07713806595863604,0.45,0.0,0.3944444444444445
R3_adversarial,26,joint_m005,0.5802124091671325,0.07713806595863604,0.45,0.0,0.3944444444444445
R3_adversarial,26,joint_m010,0.5802124091671325,0.07713806595863604,0.45,0.0,0.3944444444444445
R3_adversarial,26,joint_m020,0.5030743432084964,0.0,0.3,1.0,0.3944444444444445
R3_adversarial,27,joint_m0,0.5802069857697283,0.021345407503234104,0.5,0.0,0.35277777777777775
R3_adversarial,27,joint_m005,0.5802069857697283,0.021345407503234104,0.5,0.0,0.35277777777777775
R3_adversarial,27,joint_m010,0.5802069857697283,0.021345407503234104,0.5,0.0,0.35277777777777775
R3_adversarial,27,joint_m020,0.5588615782664942,0.0,0.4,1.0,0.35277777777777775
R3_adversarial,28,joint_m0,0.626269035532995,0.0076142131979696215,0.45,0.0,0.4194444444444444
R3_adversarial,28,joint_m005,0.626269035532995,0.0076142131979696215,0.45,0.0,0.4194444444444444
R3_adversarial,28,joint_m010,0.626269035532995,0.0076142131979696215,0.45,0.0,0.4194444444444444
R3_adversarial,28,joint_m020,0.6186548223350253,0.0,0.45,1.0,0.4194444444444444
R3_adversarial,29,joint_m0,0.5414141414141415,0.008754208754208848,0.3,0.0,0.4388888888888889
R3_adversarial,29,joint_m005,0.5414141414141415,0.008754208754208848,0.3,0.0,0.4388888888888889
R3_adversarial,29,joint_m010,0.5414141414141415,0.008754208754208848,0.3,0.0,0.4388888888888889
R3_adversarial,29,joint_m020,0.5414141414141415,0.008754208754208848,0.3,0.0,0.4388888888888889
R3_adversarial,30,joint_m0,0.6712407089765581,0.09033733562035451,0.4,0.0,0.3944444444444445
R3_adversarial,30,joint_m005,0.6712407089765581,0.09033733562035451,0.4,0.0,0.3944444444444445
R3_adversarial,30,joint_m010,0.6712407089765581,0.09033733562035451,0.4,0.0,0.3944444444444445
R3_adversarial,30,joint_m020,0.5809033733562036,0.0,0.3,1.0,0.3944444444444445
R3_adversarial,31,joint_m0,0.5815307820299501,0.034941763727121544,0.65,0.0,0.42500000000000004
R3_adversarial,31,joint_m005,0.5815307820299501,0.034941763727121544,0.65,0.0,0.42500000000000004
R3_adversarial,31,joint_m010,0.5815307820299501,0.034941763727121544,0.65,0.0,0.42500000000000004
R3_adversarial,31,joint_m020,0.5815307820299501,0.034941763727121544,0.65,0.0,0.42500000000000004
R3_adversarial,32,joint_m0,0.6030483764082174,0.0,0.4,1.0,0.43333333333333335
R3_adversarial,32,joint_m005,0.6030483764082174,0.0,0.4,1.0,0.43333333333333335
R3_adversarial,32,joint_m010,0.6030483764082174,0.0,0.4,1.0,0.43333333333333335
R3_adversarial,32,joint_m020,0.6030483764082174,0.0,0.4,1.0,0.43333333333333335
R3_adversarial,33,joint_m0,0.6512539184952978,0.025862068965517238,0.5,0.0,0.4194444444444444
R3_adversarial,33,joint_m005,0.6512539184952978,0.025862068965517238,0.5,0.0,0.4194444444444444
R3_adversarial,33,joint_m010,0.6512539184952978,0.025862068965517238,0.5,0.0,0.4194444444444444
R3_adversarial,33,joint_m020,0.6253918495297806,0.0,0.5,1.0,0.4194444444444444
R3_adversarial,34,joint_m0,0.591796875,0.00520833333333337,0.45,0.0,0.3944444444444445
R3_adversarial,34,joint_m005,0.591796875,0.00520833333333337,0.45,0.0,0.3944444444444445
R3_adversarial,34,joint_m010,0.591796875,0.00520833333333337,0.45,0.0,0.3944444444444445
R3_adversarial,34,joint_m020,0.591796875,0.00520833333333337,0.45,0.0,0.3944444444444445
R3_adversarial,35,joint_m0,0.5571740713765477,0.0,0.35,1.0,0.4444444444444444
R3_adversarial,35,joint_m005,0.5571740713765477,0.0,0.35,1.0,0.4444444444444444
R3_adversarial,35,joint_m010,0.5571740713765477,0.0,0.35,1.0,0.4444444444444444
R3_adversarial,35,joint_m020,0.5571740713765477,0.0,0.35,1.0,0.4444444444444444
R3_adversarial,36,joint_m0,0.6037847427557658,0.008870490833826072,0.5,0.0,0.40555555555555556
R3_adversarial,36,joint_m005,0.6037847427557658,0.008870490833826072,0.5,0.0,0.40555555555555556
R3_adversarial,36,joint_m010,0.6037847427557658,0.008870490833826072,0.5,0.0,0.40555555555555556
R3_adversarial,36,joint_m020,0.6037847427557658,0.008870490833826072,0.5,0.0,0.40555555555555556
R3_adversarial,37,joint_m0,0.49461001902346224,0.02346227013316421,0.4,0.0,0.41388888888888886
R3_adversarial,37,joint_m005,0.49461001902346224,0.02346227013316421,0.4,0.0,0.41388888888888886
R3_adversarial,37,joint_m010,0.49461001902346224,0.02346227013316421,0.4,0.0,0.41388888888888886
R3_adversarial,37,joint_m020,0.49461001902346224,0.02346227013316421,0.4,0.0,0.41388888888888886
R3_adversarial,38,joint_m0,0.5107913669064749,-0.016786570743405282,0.55,0.0,0.3916666666666667
R3_adversarial,38,joint_m005,0.5107913669064749,-0.016786570743405282,0.55,0.0,0.3916666666666667
