gate_margin,cancers,splits_per_cancer_min,split_rows,reconstructed_cindex_mean,fixed_cindex_mean,fixed_minus_reconstructed_mean,cancer_clustered_ci_low,cancer_clustered_ci_high,fixed_minus_reconstructed_median,top20_jaccard_mean,top20_jaccard_range_min,top20_jaccard_range_max,route_agreement_rate,reconstructed_reject_rate,fixed_reject_rate
0.0,6,3,18,0.6125366664270581,0.6110318202099521,-0.0015048462171060161,-0.009619007396378812,0.0058141322200941856,-0.0012911261940016425,0.8412593847376456,0.6666666666666666,1.0,0.7222222222222222,0.2777777777777778,0.2222222222222222
0.005,6,3,18,0.6119447508948782,0.6116019742790555,-0.00034277661582269046,-0.005322293401836104,0.004071501697152788,-0.0004189321155493123,0.8755358972750278,0.6666666666666666,1.0,0.7222222222222222,0.3888888888888889,0.3333333333333333
0.01,6,3,18,0.60980915392191,0.6102342184892694,0.00042506456735928884,-0.006249337817985719,0.0054762910396841,0.002939178133839167,0.9055356881443838,0.7391304347826086,1.0,0.7222222222222222,0.6111111111111112,0.5555555555555556
