Cancer,Split seed,Train n,Test n,Test events,Gate margin,No-graph test C-index,Reconstructed C-index,Fixed C-index,Fixed minus reconstructed,Top-20 overlap,Top-20 Jaccard,Reconstructed mode,Fixed mode,Reconstructed weights,Fixed weights
STAD,42,253,109,42,0.0,0.5663591199432222,0.5663591199432222,0.5645848119233499,-0.0017743080198723282,17,0.7391304347826086,reject_all_graphs,dual_driven,"{""cnv"": 0.0, ""coexpr"": 0.0, ""meth"": 0.0}","{""cnv"": 0.0, ""coexpr"": 0.6162567851295176, ""meth"": 0.3837432148704824}"
STAD,42,253,109,42,0.005,0.5663591199432222,0.5663591199432222,0.5645848119233499,-0.0017743080198723282,17,0.7391304347826086,reject_all_graphs,dual_driven,"{""cnv"": 0.0, ""coexpr"": 0.0, ""meth"": 0.0}","{""cnv"": 0.0, ""coexpr"": 0.6162567851295176, ""meth"": 0.3837432148704824}"
STAD,42,253,109,42,0.01,0.5663591199432222,0.5663591199432222,0.5684882895670689,0.002129169623846683,17,0.7391304347826086,reject_all_graphs,dual_driven,"{""cnv"": 0.0, ""coexpr"": 0.0, ""meth"": 0.0}","{""cnv"": 0.0, ""coexpr"": 1.0, ""meth"": 0.0}"
