cancer,variant,seed,nodes,undirected_edges,density,avg_degree,weight_mode,dominant_layer,baseline_stability,baseline_ci,top20_jaccard_vs_current,top20_genes,nnz_beta,w_coexpr,stability_coexpr,delta_coexpr,stage2_ci_coexpr,w_meth,stability_meth,delta_meth,stage2_ci_meth,w_cnv,stability_cnv,delta_cnv,stage2_ci_cnv
COAD,current,6200,8203,10138651.0,0.30138226530084883,2471.937339997562,dual_driven,meth,0.2600269239592698,0.7119026106381178,1.0,MBL1P;NKAIN4;LRRC69;TAS2R20;PPFIA4;ANKRD24;KRT4;CD1B;GPR156;ACTN2;SULT1B1;KCNMB3;MYO16;DNAJB13;C1orf61;HIST1H2AE;KNDC1;CRHR1;GABRD;RPLP0P2,115,0.255884659779317,0.2788823802328246,0.01501219360491135,0.7269148042430291,0.48555786863603095,0.25820289436731025,0.03076811374632804,0.7426707243844458,0.25855747158465214,0.21387772683285985,0.019779372743143453,0.7316819833812612
COAD,top200,6200,8203,1431439.0,0.04255105816937398,349.0037791052054,dual_driven,meth,0.2600269239592698,0.7119026106381178,0.9047619047619048,MBL1P;NKAIN4;LRRC69;TAS2R20;PPFIA4;ANKRD24;CD1B;KRT4;GPR156;ACTN2;SULT1B1;KCNMB3;MYO16;DNAJB13;C1orf61;HIST1H2AE;KNDC1;CRHR1;GABRD;LRP2,117,0.327340918907782,0.2788823802328246,0.01501219360491135,0.7269148042430291,0.34189896279522464,0.23527626602358068,0.018585942966914737,0.7304885536050325,0.3307601182969933,0.21387772683285985,0.019779372743143453,0.7316819833812612
COAD,top50,6200,8203,384285.0,0.01142328341523312,93.69377057174205,dual_driven,cnv,0.2600269239592698,0.7119026106381178,0.9047619047619048,MBL1P;NKAIN4;LRRC69;PPFIA4;TAS2R20;CD1B;ANKRD24;KRT4;GPR156;ACTN2;SULT1B1;KCNMB3;MYO16;DNAJB13;C1orf61;HIST1H2AE;KNDC1;CRHR1;GABRD;LRP2,121,0.40783742331167017,0.2788823802328246,0.01501219360491135,0.7269148042430291,0.18006513763118653,0.23703148286348075,0.007798332755975079,0.7197009433940929,0.41209743905714324,0.21387772683285985,0.019779372743143453,0.7316819833812612
HNSC,current,6200,8254,9244554.0,0.271418627250729,2240.0179307002663,dual_driven,meth,0.27811651323959147,0.7021986918008485,1.0,MASP1;CELSR3;FGD3;FAM162B;BLK;CYP19A1;KIAA0125;FRMD5;CD19;EFNB2;C5orf20;TCP11;MS4A1;MEIS1;P4HA1;SLC35E2;SPINK1;MS4A15;SPOCK1;CAMK2N1,110,0.02652866225297702,0.360043567912238,2.8393025939932315e-05,0.7022270848267884,0.973471337747023,0.38899274744806095,0.0009643463701659583,0.7031630381710144,0.0,0.22375748962757122,-0.006929148698662457,0.695269543102186
HNSC,top200,6200,8254,1380528.0,0.04053208133579991,334.51126726435666,dual_driven,coexpr,0.27811651323959147,0.7021986918008485,0.8181818181818182,MASP1;CELSR3;FGD3;CYP19A1;FAM162B;FRMD5;KIAA0125;TCP11;BLK;EFNB2;CD19;MEIS1;SPINK1;MS4A1;MS4A15;C2orf70;SLC35E2;P4HA1;C5orf20;ZNF577,116,1.0,0.360043567912238,2.8393025939932315e-05,0.7022270848267884,0.0,0.2982680131818461,-0.0018538210842737879,0.7003448707165747,0.0,0.22375748962757122,-0.006929148698662457,0.695269543102186
HNSC,top50,6200,8254,375251.0,0.011017309357970467,90.92585413133027,dual_driven,meth,0.27811651323959147,0.7021986918008485,0.9047619047619048,MASP1;CELSR3;FGD3;FAM162B;CYP19A1;KIAA0125;FRMD5;BLK;EFNB2;CD19;TCP11;MEIS1;MS4A1;C5orf20;SPINK1;MS4A15;SLC35E2;CAMK2N1;LCNL1;SPOCK1,99,0.0046421432452014,0.360043567912238,2.8393025939932315e-05,0.7022270848267884,0.9953578567547986,0.3286018085348609,0.00667048632081535,0.7088691781216638,0.0,0.22375748962757122,-0.006929148698662457,0.695269543102186

