cancer,variant,undirected_edges,density,avg_degree,dominant_layer,w_meth,w_coexpr,w_cnv,delta_meth,stage2_ci_meth,top20_jaccard_vs_current
COAD,current,10138651.0,0.30138226530084883,2471.937339997562,meth,0.48555786863603095,0.255884659779317,0.25855747158465214,0.03076811374632804,0.7426707243844458,1.0
COAD,top200,1431439.0,0.04255105816937398,349.0037791052054,meth,0.34189896279522464,0.327340918907782,0.3307601182969933,0.018585942966914737,0.7304885536050325,0.9047619047619048
COAD,top50,384285.0,0.01142328341523312,93.69377057174205,cnv,0.18006513763118653,0.40783742331167017,0.41209743905714324,0.007798332755975079,0.7197009433940929,0.9047619047619048
HNSC,current,9244554.0,0.271418627250729,2240.0179307002663,meth,0.973471337747023,0.02652866225297702,0.0,0.0009643463701659583,0.7031630381710144,1.0
HNSC,top200,1380528.0,0.04053208133579991,334.51126726435666,coexpr,0.0,1.0,0.0,-0.0018538210842737879,0.7003448707165747,0.8181818181818182
HNSC,top50,375251.0,0.011017309357970467,90.92585413133027,meth,0.9953578567547986,0.0046421432452014,0.0,0.00667048632081535,0.7088691781216638,0.9047619047619048

