Cancer,Repeat,Seed,Method,Status,Error,Subsample n,Event n,Top20 indices,Top20 genes,Elapsed sec
LUAD,4,45,RSF,ok,,352,128,2696;1091;2550;6329;2058;2603;2461;6734;2682;3101;4197;5512;7263;3962;4379;6127;7424;233;6102;5525,FETUB;CAMK1D;FAM189A2;SARM1;DKK1;FAM83A;F2;SLC46A3;FCRL2;GNMT;LDLRAD3;PITX3;TFAP2A;KIAA0101;LRRC66;RHOV;TMEM25;AHSG;RGS20;PKHD1L1,6.578893661499023
LUAD,5,46,MKG,ok,,352,124,3101;1143;2058;1957;3097;5512;3775;2361;2447;1904;8112;368;743;3883;1368;773;5171;2932;5905;854,GNMT;CBFA2T3;DKK1;DAAM2;GNG7;PITX3;IRX5;ENPP5;EXO1;CYP17A1;ZNF540;ANLN;BZRAP1;KCNH2;CDC42EP2;C11orf92;OLFM1;GAPDH;PTTG1;C1QTNF6,49.29879570007324
LUAD,5,46,Uni-Cox,ok,,352,124,5512;3101;8013;3097;368;3775;2447;5608;7870;3436;2073;5588;1143;3998;1258;1419;1259;2719;6249;5652,PITX3;GNMT;ZFP3;GNG7;ANLN;IRX5;EXO1;PLK1;VWA2;HJURP;DLGAP5;PLEKHB1;CBFA2T3;KIF14;CCNA2;CDKN3;CCNB1;FGF5;RRM2;POLR3G,0.08716392517089844
LUAD,5,46,Cox-Lasso,ok,,352,124,903;8049;1904;4104;6293;6679;448;7236;4735;1599;4201;825;4197;5470;8064;104;5628;5477;1526;6929,C20orf202;ZNF233;CYP17A1;KRT14;S100A2;SLC27A5;ARG2;TDRD1;MTBP;CLEC17A;LEFTY1;C17orf99;LDLRAD3;PHKG1;ZNF347;ACVR1C;PMCH;PHOX2A;CHRNA3;SPATA22,1.1059527397155762
LUAD,5,46,Cox-EN,ok,,352,124,1904;903;4104;7236;8049;6929;4201;4269;448;4084;104;4197;5628;5477;825;6679;6293;5470;1011;179,CYP17A1;C20orf202;KRT14;TDRD1;ZNF233;SPATA22;LEFTY1;LINGO2;ARG2;KLRC1;ACVR1C;LDLRAD3;PMCH;PHOX2A;C17orf99;SLC27A5;S100A2;PHKG1;C9orf106;ADM,1.5677194595336914
LUAD,5,46,CGBoost,ok,,352,124,2482;8014;5513;3102;1905;5079;5653;6764;4026;6858;6626;2059;7871;2533;4270;8143;3098;1203;1600;369,FAIM2;ZFP36;PIWIL1;GNRH1;CYP19A1;NR5A2;POLR3H;SLC6A19;KIR2DL4;SNTN;SLC17A7;DKK2;VWA3A;FAM174B;LINGO3;ZNF671;GNGT1;CCDC37;CLEC18A;ANO1,27.58858013153076
LUAD,5,46,RSF,ok,,352,124,1904;3101;3097;6377;5171;92;5726;5583;1143;1455;4096;4667;2018;6249;2447;1373;5960;2046;4269;1957,CYP17A1;GNMT;GNG7;SCNN1B;OLFM1;ACSS1;PRC1;PLEK2;CBFA2T3;CENPE;KPNA2;MOCS1;DEPDC1;RRM2;EXO1;CDCA2;RAD51;DIAPH3;LINGO2;DAAM2,6.620738983154297
LUAD,6,47,MKG,ok,,352,125,3775;2058;7833;3878;5512;773;3070;2249;1957;7909;8112;854;4602;3127;3101;2413;1967;368;1904;2576,IRX5;DKK1;VAX1;KCNF1;PITX3;C11orf92;GLS2;ECT2;DAAM2;WDR91;ZNF540;C1QTNF6;MGAT5B;GPD1L;GNMT;ERO1L;DAPK2;ANLN;CYP17A1;FAM46C,45.019628286361694
LUAD,6,47,Uni-Cox,ok,,352,125,7833;5512;3775;233;1787;3127;5588;8112;3070;2058;1552;2413;1938;4667;3773;5120;2719;368;1884;3878,VAX1;PITX3;IRX5;AHSG;CREG2;GPD1L;PLEKHB1;ZNF540;GLS2;DKK1;CIDEC;ERO1L;CYP4B1;MOCS1;IRX3;NTSR1;FGF5;ANLN;CXCL17;KCNF1,0.06666994094848633
LUAD,6,47,Cox-Lasso,ok,,352,125,8049;104;1389;7626;2696;4420;1904;2590;7549;2961;447;448;6248;2864;3727;1628;5119;4029;3917;3897,ZNF233;ACVR1C;CDH18;TRPC6;FETUB;LY6K;CYP17A1;FAM66D;TPPP3;GBX1;ARG1;ARG2;RRH;FUT5;IMPG1;CLLU1OS;NTS;KIR3DL2;KCNK7;KCNJ14,0.9894242286682129
LUAD,6,47,Cox-EN,ok,,352,125,8049;4222;104;1904;4420;7626;2590;2950;1389;2696;6248;2864;3917;1628;3897;643;3727;5658;5119;447,ZNF233;LGALS9B;ACVR1C;CYP17A1;LY6K;TRPC6;FAM66D;GATSL2;CDH18;FETUB;RRH;FUT5;KCNK7;CLLU1OS;KCNJ14;BCAT1;IMPG1;POMZP3;NTS;ARG1,1.5054130554199219
LUAD,6,47,CGBoost,ok,,352,125,1905;3879;7834;2059;2482;1741;5513;6320;8113;4026;11;5206;5589;4270;8050;1600;2775;5079;4091;4025,CYP19A1;KCNG1;VAX2;DKK2;FAIM2;COX8C;PIWIL1;SAMD14;ZNF541;KIR2DL4;ABCA1;OR51B4;PLEKHF1;LINGO3;ZNF239;CLEC18A;FMO4;NR5A2;KLRK1;KIR2DL3,24.606538772583008
LUAD,6,47,RSF,ok,,352,125,3055;2389;2461;5005;1847;1904;2194;3878;695;233;4083;576;7373;2696;2743;3479;4540;6686;7150;4009,GLI2;EPHX1;F2;NMUR1;CTCFL;CYP17A1;DSG2;KCNF1;BMP5;AHSG;KLRB1;ATP8A2;TMEM125;FETUB;FIBCD1;HOXA9;MDFI;SLC2A1;SYTL3;KIF23,6.764668703079224
LUAD,7,48,MKG,ok,,352,129,2058;3101;1847;3775;5512;1904;1599;7833;2413;2576;2759;3182;3636;3127;7603;8147;5652;6836;759;1364,DKK1;GNMT;CTCFL;IRX5;PITX3;CYP17A1;CLEC17A;VAX1;ERO1L;FAM46C;FLNC;GPR55;IGF2BP1;GPD1L;TRIM6;ZNF682;POLR3G;SNAI3;C11orf21;CDC25C,39.09707498550415
LUAD,7,48,Uni-Cox,ok,,352,129,5512;7833;1847;1143;91;3101;3775;1904;5588;368;2413;2058;4409;2863;5608;233;6735;2073;1124;6836,PITX3;VAX1;CTCFL;CBFA2T3;ACSM5;GNMT;IRX5;CYP17A1;PLEKHB1;ANLN;ERO1L;DKK1;LTC4S;FUT4;PLK1;AHSG;SLC47A1;DLGAP5;CASC5;SNAI3,0.09224820137023926
LUAD,7,48,Cox-Lasso,ok,,352,129,4197;6929;3525;7626;6679;4687;4561;8049;5140;1869;4222;7236;3105;5512;1904;6248;4084;91;1412;1667,LDLRAD3;SPATA22;HRK;TRPC6;SLC27A5;MPV17L;MEIG1;ZNF233;NXPH1;CTXN3;LGALS9B;TDRD1;GOLGA6B;PITX3;CYP17A1;RRH;KLRC1;ACSM5;CDKL1;CNTLN,0.9198131561279297
LUAD,7,48,Cox-EN,ok,,352,129,6929;5140;3525;7626;8049;6679;4222;4561;1904;7236;91;4687;1869;4829;104;4367;1412;6248;4812;1528,SPATA22;NXPH1;HRK;TRPC6;ZNF233;SLC27A5;LGALS9B;MEIG1;CYP17A1;TDRD1;ACSM5;MPV17L;CTXN3;MYOM2;ACVR1C;LRRC3B;CDKL1;RRH;MYO18B;CHRNA5,1.403874397277832
LUAD,7,48,CGBoost,ok,,352,129,2482;5513;7627;7834;1905;1144;6674;1848;7237;92;4198;3465;5141;2943;2755;3521;4688;2864;1600;4928,FAIM2;PIWIL1;TRPM2;VAX2;CYP19A1;CBLC;SLC26A8;CTF1;TDRD10;ACSS1;LEAP2;HOPX;NXPH2;GATA3;FKBP9L;HRG;MPZ;FUT5;CLEC18A;NEO1,23.348198413848877
