Cancer,Method,n_subsamples,n_pairs,normalized_RBO20,Jaccard,Route weights,QP weights,QP source,Stability estimand,Sampling
LIHC,MKG,30,435,0.23322066814744016,0.1967631157396294,"{""cnv"": 0.0, ""coexpr"": 1.0, ""meth"": 0.0}","[0.49499187722884036, 0.5050081227711596]",deterministically recomputed from full development cohort,conditional fused ranking after route/hyperparameter lock,30 x 80% without replacement
LIHC,Uni-Cox,30,435,0.22210855099993565,0.21806294028846443,"{""cnv"": 0.0, ""coexpr"": 1.0, ""meth"": 0.0}","[0.49499187722884036, 0.5050081227711596]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
LIHC,Cox-Lasso,30,435,0.12374543943892301,0.11381824878727181,"{""cnv"": 0.0, ""coexpr"": 1.0, ""meth"": 0.0}","[0.49499187722884036, 0.5050081227711596]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
LIHC,Cox-EN,30,435,0.16460369099628888,0.15215375057700725,"{""cnv"": 0.0, ""coexpr"": 1.0, ""meth"": 0.0}","[0.49499187722884036, 0.5050081227711596]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
LIHC,CGBoost,30,435,0.18600604649925553,0.1589230457479142,"{""cnv"": 0.0, ""coexpr"": 1.0, ""meth"": 0.0}","[0.49499187722884036, 0.5050081227711596]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
LIHC,RSF,30,435,0.11003344036352689,0.0901985832860179,"{""cnv"": 0.0, ""coexpr"": 1.0, ""meth"": 0.0}","[0.49499187722884036, 0.5050081227711596]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
