Cancer,Method,n_subsamples,n_pairs,normalized_RBO20,Jaccard,Route weights,QP weights,QP source,Stability estimand,Sampling
LUAD,MKG,30,435,0.3134035219745406,0.21166236854526974,"{""cnv"": 1.0, ""coexpr"": 0.0, ""meth"": 0.0}","[0.4953797193873208, 0.5046202806126792]",deterministically recomputed from full development cohort,conditional fused ranking after route/hyperparameter lock,30 x 80% without replacement
LUAD,Uni-Cox,30,435,0.3814758239119761,0.2618422642250109,"{""cnv"": 1.0, ""coexpr"": 0.0, ""meth"": 0.0}","[0.4953797193873208, 0.5046202806126792]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
LUAD,Cox-Lasso,30,435,0.1609981705894679,0.14017680295449636,"{""cnv"": 1.0, ""coexpr"": 0.0, ""meth"": 0.0}","[0.4953797193873208, 0.5046202806126792]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
LUAD,Cox-EN,30,435,0.22467605125308981,0.19037201301392218,"{""cnv"": 1.0, ""coexpr"": 0.0, ""meth"": 0.0}","[0.4953797193873208, 0.5046202806126792]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
LUAD,CGBoost,30,435,0.22079124765287828,0.18658548560331414,"{""cnv"": 1.0, ""coexpr"": 0.0, ""meth"": 0.0}","[0.4953797193873208, 0.5046202806126792]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
LUAD,RSF,30,435,0.10036598794895675,0.09085420925408251,"{""cnv"": 1.0, ""coexpr"": 0.0, ""meth"": 0.0}","[0.4953797193873208, 0.5046202806126792]",deterministically recomputed from full development cohort,method ranking under locked hyperparameters,30 x 80% without replacement
