
Seed,Train n,Test n,Test events,Route mode,Coexpression stability,Methylation stability,Copy-number stability,Coexpression OOF delta,Methylation OOF delta,Copy-number OOF delta,Coexpression weight,Methylation weight,Copy-number weight,MKG test C-index,Zero-graph test C-index,MKG minus zero
42,1062,354,207,reject_all_graphs,0.4363909819726384,0.560446102458839,0.5299985678825243,-0.009904756905925849,-0.005956845052733417,-0.005989966679930792,0.0,0.0,0.0,0.6004786891282334,0.6004786891282334,0.0
71,1062,354,208,dual_driven,0.373888117421177,0.40502220948044376,0.3469273768068304,-0.001357434169164784,0.0019952416457160727,0.005451898792853793,0.0,0.2993547550470251,0.700645244952975,0.5829767223136609,0.5998824359275805,-0.01690571361391957
