Cancer,Repeat,Method,Selected alpha,Subsample n,Event n,Nonzero,Top20 indices,Top20 genes
LUAD,7,CV-Cox-Lasso,0.026406856481509398,352,129,146,1847;7626;976;8053;6206;5140;6929;4119;2760;7236;2846;5946;682;7258;2708;7084;5512;7750;7836;4561,CTCFL;TRPC6;C5orf58;ZNF257;RORC;NXPH1;SPATA22;KRT38;FLRT1;TDRD1;FRZB;RAB36;BIRC3;TEX14;FGF1;STYK1;PITX3;UBL4B;VCAN;MEIG1
LUAD,7,CV-Cox-EN,0.13583231767728454,352,129,49,2481;5512;7833;1904;7626;1143;6673;1847;91;2754;3464;4197;2863;7236;4927;2942;5140;4687;3525;4269,FAHD2B;PITX3;VAX1;CYP17A1;TRPC6;CBFA2T3;SLC26A7;CTCFL;ACSM5;FKBP6;HOOK1;LDLRAD3;FUT4;TDRD1;NELL2;GATA2;NXPH1;MPV17L;HRK;LINGO2
LUAD,8,CV-Cox-Lasso,0.026406856481509398,352,119,159,5140;4024;448;2855;6929;4084;6543;7917;2058;7626;4222;4252;551;6857;447;2802;4367;2355;682;1026,NXPH1;KIR2DL1;ARG2;FSTL4;SPATA22;KLRC1;SHISA6;WFDC3;DKK1;TRPC6;LGALS9B;LILRA4;ATP13A5;SNTG2;ARG1;FOXD2;LRRC3B;ENOX1;BIRC3;C9orf47
LUAD,8,CV-Cox-EN,0.13583231767728454,352,119,50,6857;4024;5512;2058;4197;4269;4497;233;5140;1904;1300;3772;5588;4367;8144;2603;510;5139;4119;506,SNTG2;KIR2DL1;PITX3;DKK1;LDLRAD3;LINGO2;MARCH4;AHSG;NXPH1;CYP17A1;CD200R1;IRX2;PLEKHB1;LRRC3B;ZNF677;FAM83A;ASCL2;NXNL2;KRT38;ASB2
LUAD,9,CV-Cox-Lasso,0.026406856481509398,352,135,172,1904;448;903;7416;5652;3906;5140;4024;1628;2754;5935;2802;7236;2956;2058;7277;6543;7626;4084;4712,CYP17A1;ARG2;C20orf202;TMEM215;POLR3G;KCNK1;NXPH1;KIR2DL1;CLLU1OS;FKBP6;R3HDML;FOXD2;TDRD1;GBP3;DKK1;TG;SHISA6;TRPC6;KLRC1;MSLNL
LUAD,9,CV-Cox-EN,0.13583231767728454,352,135,65,1904;4024;506;3906;1847;4269;4379;2058;5140;504;7416;5512;2754;448;5652;4602;2361;2688;4197;4497,CYP17A1;KIR2DL1;ASB2;KCNK1;CTCFL;LINGO2;LRRC66;DKK1;NXPH1;ASAP3;TMEM215;PITX3;FKBP6;ARG2;POLR3G;MGAT5B;ENPP5;FCRLB;LDLRAD3;MARCH4
LUAD,10,CV-Cox-Lasso,0.026406856481509398,352,131,169,7626;1904;104;5219;7549;448;2961;4712;6242;7236;6625;2481;1667;6248;2760;825;7921;8049;1244;1847,TRPC6;CYP17A1;ACVR1C;OSBPL5;TPPP3;ARG2;GBX1;MSLNL;RPS6KL1;TDRD1;SLC17A4;FAHD2B;CNTLN;RRH;FLRT1;C17orf99;WFIKKN2;ZNF233;CCL20;CTCFL
LUAD,10,CV-Cox-EN,0.13583231767728454,352,131,58,1904;2481;7626;2058;6970;4197;5512;6319;1847;7236;2361;1529;7603;4025;5652;6127;6242;506;4269;8112,CYP17A1;FAHD2B;TRPC6;DKK1;SPRR1B;LDLRAD3;PITX3;SAMD13;CTCFL;TDRD1;ENPP5;CHRNA6;TRIM6;KIR2DL3;POLR3G;RHOV;RPS6KL1;ASB2;LINGO2;ZNF540
LUAD,11,CV-Cox-Lasso,0.026406856481509398,352,123,180,8049;2058;7626;6929;4197;7254;5477;7428;6560;4712;4090;4222;4024;5140;7628;5716;1600;6680;6857;5219,ZNF233;DKK1;TRPC6;SPATA22;LDLRAD3;TERT;PHOX2A;TMEM38A;SIGLEC6;MSLNL;KLRG2;LGALS9B;KIR2DL1;NXPH1;TRPM3;PPP4R1L;CLEC18A;SLC27A6;SNTG2;OSBPL5
LUAD,11,CV-Cox-EN,0.13583231767728454,352,123,54,4197;2058;1142;6857;4269;1599;5512;7043;7833;4090;7428;1904;6763;4025;7921;3238;3197;5799;3514;7626,LDLRAD3;DKK1;CAV3;SNTG2;LINGO2;CLEC17A;PITX3;STAP1;VAX1;KLRG2;TMEM38A;CYP17A1;SLC6A18;KIR2DL3;WFIKKN2;GRIK2;GPR98;PRRT3;HPX;TRPC6
