Cancer,Method,alpha,full_fit_nonzero,eligible_at_least_top20,mean_validation_cindex,selected,fold_1_cindex,fold_2_cindex,fold_3_cindex,fold_4_cindex,fold_5_cindex
LUAD,CV-Cox-EN,0.3104398536331382,0,False,0.5538842647493651,False,0.5116129032258064,0.5905233380480905,0.6239612188365651,0.5433238636363636,0.5
LUAD,CV-Cox-EN,0.2758642474591269,3,False,0.5964303956140417,False,0.5296774193548387,0.628005657708628,0.6800554016620498,0.5625,0.581913499344692
LUAD,CV-Cox-EN,0.24513954035077837,8,False,0.6087199554941779,False,0.5341935483870968,0.6103253182461104,0.7119113573407202,0.5561079545454546,0.6310615989515073
LUAD,CV-Cox-EN,0.21783683386624633,14,False,0.6158150527700295,False,0.5361290322580645,0.6082036775106082,0.7292243767313019,0.5561079545454546,0.6494102228047182
LUAD,CV-Cox-EN,0.1935749986353433,20,True,0.6161887866444801,False,0.5367741935483871,0.6195190947666195,0.7222991689750693,0.5575284090909091,0.6448230668414154
LUAD,CV-Cox-EN,0.172015354022639,30,True,0.615857486548619,False,0.5367741935483871,0.6188118811881188,0.7167590027700831,0.5660511363636364,0.6408912188728703
LUAD,CV-Cox-EN,0.1528569403493792,39,True,0.6157167608957235,False,0.5406451612903226,0.6287128712871287,0.6911357340720221,0.5830965909090909,0.6349934469200524
LUAD,CV-Cox-EN,0.13583231767728454,47,True,0.6198305747224924,True,0.5625806451612904,0.6414427157001414,0.6807479224376731,0.5944602272727273,0.6199213630406291
LUAD,CV-Cox-EN,0.12070383250777714,56,True,0.6148958296924789,False,0.5703225806451613,0.6386138613861386,0.6565096952908587,0.6015625,0.6074705111402359
LUAD,CV-Cox-EN,0.1072603002819997,72,True,0.6148564446119494,False,0.5825806451612904,0.6456859971711457,0.6274238227146814,0.6065340909090909,0.6120576671035387
LUAD,CV-Cox-EN,0.09531405737132229,92,True,0.6154828916918307,False,0.5929032258064516,0.6371994342291372,0.610803324099723,0.6178977272727273,0.6186107470511141
