Cancer,Method,alpha,full_fit_nonzero,eligible_at_least_top20,mean_validation_cindex,selected,fold_1_cindex,fold_2_cindex,fold_3_cindex,fold_4_cindex,fold_5_cindex
STAD,CV-Cox-Lasso,0.1424164169060691,0,False,0.5330612488148849,False,0.52885443583118,0.5,0.5120622568093385,0.5722120658135283,0.5521774856203779
STAD,CV-Cox-Lasso,0.1265546198911886,3,False,0.5500315648294413,False,0.52885443583118,0.6208267090620032,0.5105058365758754,0.573126142595978,0.5168447000821693
STAD,CV-Cox-Lasso,0.11245944929485656,4,False,0.551355456582283,False,0.5417743324720069,0.6343402225755167,0.49416342412451364,0.5712979890310786,0.5152013147082991
STAD,CV-Cox-Lasso,0.09993414500850611,9,False,0.5473762645380783,False,0.5727820844099913,0.6009538950715422,0.48249027237354086,0.5703839122486288,0.5102711585866886
STAD,CV-Cox-Lasso,0.08880386131357203,15,False,0.5469922228156604,False,0.570198105081826,0.5826709062003179,0.4801556420233463,0.5776965265082267,0.524239934264585
STAD,CV-Cox-Lasso,0.07891322614036364,22,True,0.5363566474572915,False,0.5719207579672696,0.5771065182829889,0.4653696498054475,0.5447897623400365,0.5225965488907148
STAD,CV-Cox-Lasso,0.07012417216736998,30,True,0.5375117684940356,False,0.5727820844099913,0.595389507154213,0.4575875486381323,0.5301645338208409,0.5316351684470009
STAD,CV-Cox-Lasso,0.062314009484447194,41,True,0.5421518390325526,False,0.5624461670973299,0.6176470588235294,0.4536964980544747,0.5420475319926874,0.5349219391947412
STAD,CV-Cox-Lasso,0.05537371291542491,59,True,0.5452605589712778,True,0.5615848406546081,0.6184419713831478,0.4474708171206226,0.5548446069469836,0.5439605587510271
STAD,CV-Cox-Lasso,0.04920640009218461,72,True,0.5378399964745474,False,0.5443583118001722,0.6136724960254372,0.46070038910505834,0.526508226691042,0.5439605587510271
STAD,CV-Cox-Lasso,0.04372597903503914,95,True,0.5326185108232896,False,0.5193798449612403,0.5969793322734499,0.4762645914396887,0.526508226691042,0.5439605587510271
STAD,CV-Cox-Lasso,0.038855946360448285,116,True,0.5316542129371655,False,0.5055986218776917,0.5826709062003179,0.4848249027237354,0.5338208409506399,0.551355792933443
STAD,CV-Cox-Lasso,0.03452831933977262,133,True,0.5330204033632808,False,0.5064599483204134,0.5771065182829889,0.5019455252918288,0.5191956124314442,0.5603944124897289
STAD,CV-Cox-Lasso,0.030682686901247862,148,True,0.5303846658696478,False,0.5064599483204134,0.5659777424483307,0.5073929961089494,0.5100548446069469,0.562037797863599
STAD,CV-Cox-Lasso,0.02726536632773759,165,True,0.5299647187045787,False,0.5107665805340224,0.56120826709062,0.5120622568093385,0.5045703839122486,0.561216105176664
STAD,CV-Cox-Lasso,0.024228653878272076,190,True,0.5337950191564544,False,0.5116279069767442,0.56120826709062,0.5229571984435798,0.5045703839122486,0.5686113393590797
STAD,CV-Cox-Lasso,0.02153015887250023,198,True,0.5347433579494086,False,0.524547803617571,0.5691573926868044,0.5237354085603113,0.49177330895795246,0.5645028759244043
STAD,CV-Cox-Lasso,0.019132211942274,207,True,0.5368647102019999,False,0.540913006029285,0.575516693163752,0.5198443579766537,0.4835466179159049,0.5645028759244043
STAD,CV-Cox-Lasso,0.017001339189913034,220,True,0.5381435000990875,False,0.5503875968992248,0.5747217806041336,0.5182879377431907,0.4844606946983547,0.5628594905505341
STAD,CV-Cox-Lasso,0.015107794912715022,234,True,0.5400379749774025,False,0.553832902670112,0.5818759936406995,0.5206225680933853,0.49085923217550276,0.552999178307313
STAD,CV-Cox-Lasso,0.013425146370826889,247,True,0.5397810236229031,False,0.5460809646856158,0.5866454689984102,0.5229571984435798,0.4926873857404022,0.5505341002465078
STAD,CV-Cox-Lasso,0.0119299048020858,242,True,0.5404146705598757,False,0.5460809646856158,0.5866454689984102,0.5315175097276265,0.48811700182815354,0.5497124075595727
STAD,CV-Cox-Lasso,0.010601197533019064,248,True,0.5395416274528947,False,0.540913006029285,0.5922098569157392,0.5268482490272374,0.48720292504570384,0.5505341002465078
STAD,CV-Cox-Lasso,0.009420476608869523,253,True,0.540628214312162,False,0.5443583118001722,0.5850556438791733,0.5299610894941634,0.489945155393053,0.5538208709942481
STAD,CV-Cox-Lasso,0.008371259875296792,252,True,0.5396927798196189,False,0.5478036175710594,0.5802861685214626,0.5214007782101168,0.4926873857404022,0.5562859490550535
STAD,CV-Cox-Lasso,0.007438900897410495,253,True,0.53804906780511,False,0.5529715762273901,0.5707472178060413,0.5167315175097277,0.4926873857404022,0.5571076417419885
STAD,CV-Cox-Lasso,0.006610384504343529,266,True,0.5358337898386557,False,0.5512489233419466,0.5620031796502385,0.511284046692607,0.49177330895795246,0.5628594905505341
STAD,CV-Cox-Lasso,0.005874145105290511,264,True,0.5372830033273599,False,0.5486649440137812,0.5580286168521462,0.514396887159533,0.5,0.5653245686113394
STAD,CV-Cox-Lasso,0.005219905240812491,267,True,0.5360632697251205,False,0.5512489233419466,0.5524642289348172,0.5097276264591439,0.4990859232175503,0.5677896466721446
STAD,CV-Cox-Lasso,0.004638532115681226,273,True,0.5378635895858798,False,0.5555555555555556,0.5516693163751988,0.511284046692607,0.5054844606946983,0.5653245686113394
STAD,CV-Cox-Lasso,0.004121910110547741,272,True,0.5369262875653378,False,0.5521102497846684,0.5516693163751988,0.5073929961089494,0.5073126142595978,0.5661462612982745
STAD,CV-Cox-Lasso,0.003662827492774722,276,True,0.5372716404964041,False,0.5503875968992248,0.5508744038155803,0.5066147859922179,0.5082266910420475,0.5702547247329499
STAD,CV-Cox-Lasso,0.0032548757449840475,278,True,0.537470493715086,False,0.5460809646856158,0.5532591414944356,0.5035019455252918,0.5109689213893968,0.5735414954806902
STAD,CV-Cox-Lasso,0.002892360106006511,279,True,0.5366639071444785,False,0.5417743324720069,0.5572337042925278,0.5011673151750973,0.5137111517367459,0.5694330320460148
STAD,CV-Cox-Lasso,0.0025702200754391617,276,True,0.5363186068045064,False,0.540913006029285,0.5572337042925278,0.5019455252918288,0.5137111517367459,0.5677896466721446
STAD,CV-Cox-Lasso,0.002283958772101671,287,True,0.5368193871848438,False,0.540913006029285,0.5588235294117647,0.5019455252918288,0.5146252285191956,0.5677896466721446
STAD,CV-Cox-Lasso,0.0020295801602782434,345,True,0.5369783696967675,False,0.540913006029285,0.5596184419713831,0.5019455252918288,0.5146252285191956,0.5677896466721446
STAD,CV-Cox-Lasso,0.00180353326746114,384,True,0.5361349122932463,False,0.5383290267011197,0.5580286168521462,0.5027237354085603,0.5146252285191956,0.5669679539852095
STAD,CV-Cox-Lasso,0.001602662614909049,452,True,0.5351075031511194,False,0.5383290267011197,0.5572337042925278,0.5019455252918288,0.5118829981718465,0.5661462612982745
STAD,CV-Cox-Lasso,0.0014241641690606926,508,True,0.5354625837961537,False,0.5391903531438416,0.5572337042925278,0.5019455252918288,0.5127970749542962,0.5661462612982745
