Cancer,Method,alpha,full_fit_nonzero,eligible_at_least_top20,mean_validation_cindex,selected,fold_1_cindex,fold_2_cindex,fold_3_cindex,fold_4_cindex,fold_5_cindex
LIHC,CV-Cox-Lasso,0.16072541612576927,0,False,0.6441508480946831,False,0.658204895738894,0.6768402154398564,0.6404833836858006,0.6029411764705882,0.6422845691382766
LIHC,CV-Cox-Lasso,0.1428244326499625,3,False,0.6501013052342393,False,0.6817769718948323,0.6678635547576302,0.648539778449144,0.5990196078431372,0.6533066132264529
LIHC,CV-Cox-Lasso,0.12691719239862717,6,False,0.6559668436042838,False,0.6926563916591115,0.6633752244165171,0.6525679758308157,0.6049019607843137,0.6663326653306614
LIHC,CV-Cox-Lasso,0.11278163986009278,10,False,0.6569445796708567,False,0.700815956482321,0.6588868940754039,0.6696878147029205,0.5990196078431372,0.656312625250501
LIHC,CV-Cox-Lasso,0.10022045121815391,17,False,0.6577827763397193,False,0.7107887579329103,0.6391382405745063,0.67472306143001,0.6029411764705882,0.6613226452905812
LIHC,CV-Cox-Lasso,0.08905827983021229,25,True,0.6614670886528652,False,0.7089755213055303,0.63016157989228,0.6606243705941591,0.638235294117647,0.6693386773547094
LIHC,CV-Cox-Lasso,0.07913930849355136,33,True,0.6636050880705155,True,0.7216681776971895,0.6122082585278277,0.6616314199395771,0.6421568627450981,0.6803607214428857
LIHC,CV-Cox-Lasso,0.07032507433085193,43,True,0.6557247916496092,False,0.71441523118767,0.6166965888689407,0.6626384692849949,0.6225490196078431,0.6623246492985972
LIHC,CV-Cox-Lasso,0.0624925359316583,59,True,0.6506201879487769,False,0.7162284678150499,0.6014362657091562,0.6565961732124874,0.6235294117647059,0.655310621242485
LIHC,CV-Cox-Lasso,0.055532355768251544,74,True,0.6434733443192489,False,0.7062556663644606,0.604129263913824,0.6606243705941591,0.5970588235294118,0.6492985971943888
LIHC,CV-Cox-Lasso,0.04934737390948807,90,True,0.6407384609248468,False,0.71441523118767,0.6023339317773788,0.6565961732124874,0.596078431372549,0.6342685370741483
LIHC,CV-Cox-Lasso,0.04385125172656611,95,True,0.6422810521245192,False,0.7098821396192203,0.6202872531418312,0.6656596173212488,0.5843137254901961,0.6312625250501002
LIHC,CV-Cox-Lasso,0.038967266657667934,116,True,0.6439411083207712,False,0.7053490480507706,0.6229802513464991,0.676737160120846,0.5813725490196079,0.6332665330661322
LIHC,CV-Cox-Lasso,0.034627241207116743,129,True,0.6445868949607895,False,0.6962828649138713,0.63016157989228,0.6888217522658611,0.5794117647058824,0.6282565130260521
LIHC,CV-Cox-Lasso,0.03077059122852018,147,True,0.6381216727982902,False,0.6844968268359021,0.6292639138240574,0.6948640483383686,0.5627450980392157,0.6192384769539078
LIHC,CV-Cox-Lasso,0.027343480206505344,154,True,0.6297496105801816,False,0.6799637352674524,0.6220825852782765,0.6777442094662638,0.5627450980392157,0.6062124248496994
LIHC,CV-Cox-Lasso,0.02429806773132667,166,True,0.6283940314200079,False,0.6754306436990027,0.6149012567324955,0.6717019133937563,0.5647058823529412,0.6152304609218436
LIHC,CV-Cox-Lasso,0.02159184167550391,179,True,0.6224403733661404,False,0.6690843155031732,0.6104129263913824,0.6666666666666666,0.5588235294117647,0.6072144288577155
LIHC,CV-Cox-Lasso,0.019187024750077632,189,True,0.6166804922995266,False,0.6645512239347234,0.6050269299820467,0.6636455186304129,0.5509803921568628,0.5991983967935872
LIHC,CV-Cox-Lasso,0.01705004715636421,202,True,0.6098531891220517,False,0.658204895738894,0.6059245960502693,0.6555891238670695,0.5323529411764706,0.5971943887775552
LIHC,CV-Cox-Lasso,0.015151077971745829,205,True,0.6056211421935969,False,0.6536718041704442,0.6113105924596051,0.6445115810674723,0.5284313725490196,0.5901803607214429
LIHC,CV-Cox-Lasso,0.013463608727922871,215,True,0.6037745902360445,False,0.6473254759746147,0.6113105924596051,0.6424974823766365,0.5225490196078432,0.5951903807615231
LIHC,CV-Cox-Lasso,0.01196408336863134,222,True,0.6011865430332366,False,0.642792384406165,0.6059245960502693,0.6394763343403826,0.5225490196078432,0.5951903807615231
